Country,Date,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Crisis
AT,1979.5,0.269328753,0.489572319,0.424602176,0.684527095,0.113589436,0.382334495,0.04803316,0.363744367,0.681835316,0.33215053,0
AT,1979.75,0.468240246,0.866776051,0.635456837,0.274425832,0.090968043,0.360903233,0.846221656,0.374041069,0.971140778,0.630990065,0
AT,1980,0.54547543,0.253295793,0.45880711,0.426963717,0.175950233,0.384511579,0.731936172,0.053537176,0.156130185,0.826921405,0
AT,1980.25,0.496954476,0.650312207,0.250046399,0.758440962,0.774102123,0.46048579,0.202271113,0.27773031,0.906651925,0.539188475,0
AT,1980.5,0.328552629,0.258186906,0.249854805,0.582220958,0.387074268,0.340601526,0.835124151,0.43724547,0.160537803,0.082774457,0
AT,1980.75,0.274805451,0.21299872,0.987520425,0.146549749,0.214923833,0.709806574,0.060209864,0.052986831,0.968329391,0.960325752,0
AT,1981,0.158871201,0.085147433,0.357904945,0.909694499,0.17576842,0.7822824,0.821728093,0.174346462,0.60467392,0.823447622,0
AT,1981.25,0.607823168,0.84639094,0.745829484,0.415928888,0.751645636,0.122848207,0.641934763,0.513722636,0.86824805,0.187092195,0
AT,1981.5,0.008872666,0.490265299,0.46979292,0.104915329,0.632285464,0.481462378,0.48217424,0.482106017,0.426331087,0.671534579,0
AT,1981.75,0.034053894,0.547718034,0.406875025,0.337387948,0.645514382,0.186940205,0.394904374,0.914396617,0.199121087,0.696103621,0
AT,1982,0.239920297,0.173099043,0.140952511,0.957906771,0.531552299,0.657487223,0.5739929,0.394220185,0.350426532,0.594928613,0
AT,1982.25,0.466214877,0.473946925,0.358946844,0.664593934,0.367110672,0.561678127,0.256681593,0.096003484,0.983938173,0.493209846,0
AT,1982.5,0.151795069,0.042807682,0.282479531,0.227924754,0.753229195,0.550490179,0.147131772,0.289070603,0.12472047,0.523021486,0
AT,1982.75,0.62949602,0.463363034,0.849752542,0.696766336,0.767314374,0.285932617,0.240632717,0.7416398,0.877857487,0.024372703,0
AT,1983,0.189078284,0.249848365,0.651105517,0.958240018,0.420699087,0.432865131,0.840580375,0.755060448,0.532184693,0.11046791,0
AT,1983.25,0.343809008,0.829766104,0.358184062,0.437696843,0.583227536,0.815519913,0.077367527,0.447693936,0.151963688,0.051377164,0
AT,1983.5,0.759140117,0.01679443,0.494015639,0.007666601,0.515012186,0.633063195,0.630613478,0.269876715,0.829236606,0.128359285,0
AT,1983.75,0.847412496,0.052803066,0.450313185,0.167078183,0.496696962,0.339395379,0.463457574,0.240555958,0.088557716,0.695401841,0
AT,1984,0.163313531,0.851826603,0.04452114,0.492511304,0.412434945,0.632655064,0.13292429,0.27962433,0.410859764,0.366131459,0
AT,1984.25,0.947670342,0.626180246,0.687103198,0.226032404,0.006526073,0.320464972,0.528991343,0.718701104,0.581085725,0.536662263,0
AT,1984.5,0.20888835,0.411414146,0.863837777,0.358590211,0.659224054,0.535481902,0.707142839,0.438766434,0.202452798,0.674530465,0
AT,1984.75,0.31533152,0.212170187,0.968966897,0.118193658,0.404023109,0.677892106,0.388554791,0.756954301,0.453514005,0.576564528,0
AT,1985,0.936986995,0.278062216,0.392318646,0.67517295,0.295187468,0.626468876,0.865732956,0.524987997,0.240993487,0.681503661,0
AT,1985.25,0.53473504,0.536604936,0.805856023,0.806623806,0.691039491,0.700046096,0.784916421,0.636759829,0.638354729,0.297665463,0
AT,1985.5,0.266170125,0.507656995,0.862093712,0.982144111,0.920071126,0.286218115,0.578386967,0.597579848,0.18614687,0.938490909,0
AT,1985.75,0.577575988,0.365661193,0.250207107,0.31111993,0.837884704,0.483247538,0.767328237,0.703792267,0.303142294,0.719614981,0
AT,1986,0.322215513,0.586265454,0.178274931,0.147774148,0.133658153,0.930415692,0.387910864,0.350888888,0.162237597,0.689868675,0
AT,1986.25,0.469695963,0.173051826,0.053234269,0.953033264,0.578646156,0.891884625,0.508975129,0.661753064,0.742132302,0.149350983,0
AT,1986.5,0.864629167,0.594846514,0.223988593,0.677147819,0.121958003,0.004576286,0.27600976,0.416273559,0.504689013,0.478477786,0
AT,1986.75,0.950295252,0.367680964,0.705313624,0.365930945,0.710225165,0.227704391,0.713234452,0.504945618,0.421559749,0.775559659,0
AT,1987,0.294922133,0.337678439,0.887957095,0.654583462,0.064177773,0.034094715,0.609666926,0.233041992,0.704449348,0.583742101,0
AT,1987.25,0.441853003,0.536856003,0.83488376,0.180465423,0.83088349,0.425934484,0.85466026,0.323365013,0.461644095,0.578829282,0
AT,1987.5,0.628691232,0.713632235,0.066430257,0.117893902,0.950867058,0.500544578,0.690571982,0.641596449,0.009553444,0.286309321,0
AT,1987.75,0.820076095,0.767124579,0.225249943,0.562952362,0.791442094,0.625103077,0.305110085,0.418887201,0.875894658,0.911429917,0
AT,1988,0.007841238,0.044180711,0.145469062,0.822516187,0.690237867,0.223300147,0.20914218,0.76118352,0.538083719,0.919418998,0
AT,1988.25,0.168453946,0.544148951,0.043116956,0.980520194,0.582294776,0.252490372,0.875843011,0.006887443,0.785268765,0.870495534,0
AT,1988.5,0.534176905,0.018150157,0.875656859,0.039269855,0.20455723,0.800545241,0.64155023,0.045840539,0.0742982,0.569870488,0
AT,1988.75,0.68998369,0.561346577,0.718765149,0.906153953,0.145693565,0.987230868,0.970727949,0.306033963,0.212078948,0.439144528,0
AT,1989,0.658088015,0.546852008,0.980305085,0.456783529,0.083462135,0.926779131,0.691089967,0.890564493,0.876730796,0.862919498,0
AT,1989.25,0.586334838,0.340834258,0.915602691,0.81270184,0.770583519,0.370282275,0.646195193,0.558800464,0.375213039,0.517751888,0
AT,1989.5,0.771522361,0.350448031,0.400821032,0.300326297,0.303762264,0.408891228,0.194103387,0.974361103,0.08040904,0.165921133,0
AT,1989.75,0.757112024,0.301451066,0.240371139,0.744080612,0.278202676,0.913942365,0.914444457,0.115704571,0.43117247,0.042766459,0
AT,1990,0.242139935,0.30613184,0.657978372,0.757017851,0.163063218,0.397946292,0.236812974,0.523407436,0.851559696,0.489510563,0
AT,1990.25,0.047901951,0.952267192,0.780724201,0.418969847,0.514257868,0.90517574,0.697632917,0.262008018,0.350969286,0.910611112,0
AT,1990.5,0.370561862,0.917699233,0.122493001,0.297999906,0.965676693,0.434434707,0.66811663,0.721889118,0.508453731,0.363605731,0
AT,1990.75,0.191625818,0.088775738,0.437423201,0.034234709,0.025727196,0.323688173,0.656909075,0.902464029,0.414525228,0.222361511,0
AT,1991,0.853030454,0.320668134,0.306852642,0.457620286,0.778938204,0.285275951,0.325170374,0.908756729,0.454986054,0.207240386,0
AT,1991.25,0.975431357,0.101036878,0.956407611,0.636472319,0.677180711,0.413337597,0.035232432,0.086461651,0.581631659,0.341861875,0
AT,1991.5,0.650494849,0.14822376,0.366141037,0.916400408,0.826114273,0.139141744,0.178331345,0.348802377,0.256659762,0.785882359,0
AT,1991.75,0.045350742,0.624643298,0.278526371,0.597040265,0.878687046,0.874293132,0.648257241,0.707664789,0.844474875,0.910740804,0
AT,1992,0.438469183,0.006434225,0.316573714,0.0991142,0.707362301,0.003287949,0.624418136,0.268776746,0.425930898,0.116732596,0
AT,1992.25,0.676061601,0.007508865,0.596980666,0.974185574,0.810045724,0.064134441,0.716103337,0.972923345,0.351067166,0.164633131,0
AT,1992.5,0.510658744,0.884971089,0.851278804,0.399315927,0.271684592,0.359616544,0.313425095,0.342735228,0.578849545,0.102176088,0
AT,1992.75,0.767855718,0.593207554,0.453680481,0.660090584,0.824638762,0.246294791,0.120086275,0.205529107,0.559703381,0.1908366,0
AT,1993,0.913340322,0.639138739,0.811349157,0.824019569,0.134883722,0.143554873,0.514879066,0.301521935,0.978436955,0.685364287,0
AT,1993.25,0.67137984,0.271742231,0.281835568,0.172926891,0.616699241,0.82412081,0.224358242,0.263453015,0.340693576,0.487168985,0
AT,1993.5,0.526375258,0.751652977,0.046245879,0.744913046,0.534698497,0.641973465,0.262928969,0.995176304,0.34670236,0.427592376,0
AT,1993.75,0.201727727,0.263551076,0.849037872,0.862553411,0.820625082,0.613606207,0.174142489,0.41469136,0.193658303,0.4979596,0
AT,1994,0.391549409,0.216579887,0.713402905,0.000199295,0.538881951,0.190968279,0.860160839,0.012774741,0.723563524,0.150339558,0
AT,1994.25,0.649610744,0.598841768,0.732586143,0.47900383,0.902422341,0.829941859,0.486122055,0.619003794,0.696947629,0.525006143,0
AT,1994.5,0.264739493,0.539205456,0.88552242,0.200479982,0.158847366,0.366452189,0.071189625,0.671741406,0.197380864,0.651428307,0
AT,1994.75,0.248078795,0.265691434,0.471224975,0.629768043,0.864127672,0.749781468,0.589760036,0.43160801,0.486636413,0.86990859,0
AT,1995,0.868362806,0.602651099,0.45484111,0.447447528,0.144905619,0.712109218,0.348514845,0.126913812,0.379356559,0.299724466,0
AT,1995.25,0.973271856,0.294112085,0.557817575,0.048159115,0.454339084,0.785452784,0.776054467,0.735273777,0.043042132,0.635365855,0
AT,1995.5,0.385347125,0.318738256,0.516885948,0.928012584,0.331208646,0.636385223,0.952887439,0.524356402,0.7862988,0.299043219,0
AT,1995.75,0.119334782,0.205187381,0.859955383,0.543272389,0.402460553,0.322222469,0.90797088,0.940516,0.873803172,0.041566696,0
AT,1996,0.709951427,0.540382962,0.505189949,0.400859806,0.831708748,0.167825352,0.270384506,0.157256831,0.705817703,0.927246871,0
AT,1996.25,0.036796956,0.276911226,0.876115524,0.412523399,0.343830148,0.872282323,0.904641267,0.21117189,0.195512275,0.201246328,0
AT,1996.5,0.102074688,0.842630086,0.71712079,0.566058872,0.977276145,0.349021039,0.586961479,0.275603469,0.192005179,0.549720708,0
AT,1996.75,0.855746989,0.438249136,0.451473163,0.395872333,0.559459576,0.08043018,0.184174449,0.55696435,0.270802215,0.500778973,0
AT,1997,0.523434151,0.650336713,0.772335816,0.172934405,0.069242034,0.775173039,0.679869667,0.763914862,0.690954318,0.025370861,0
AT,1997.25,0.991539215,0.096732232,0.683352562,0.610219073,0.811404597,0.687212528,0.034129233,0.256536664,0.730883993,0.35978597,0
AT,1997.5,0.594047626,0.439029386,0.274750217,0.952945291,0.766520101,0.752219466,0.678633077,0.729596998,0.770908138,0.72716308,0
AT,1997.75,0.867669677,0.708250453,0.962811909,0.48189328,0.928891115,0.910475193,0.514192115,0.610321667,0.926308339,0.247378165,0
AT,1998,0.835339825,0.777474088,0.553598809,0.130996333,0.377543929,0.684215392,0.872389554,0.645369681,0.376839171,0.882693471,0
AT,1998.25,0.226120164,0.589806483,0.435596448,0.940195633,0.679672063,0.328859888,0.39247328,0.854205636,0.347409701,0.981405583,0
AT,1998.5,0.240712415,0.434975515,0.829195638,0.499797576,0.885659208,0.216950797,0.52697429,0.679014135,0.831833755,0.968426588,0
AT,1998.75,0.77722086,0.204158387,0.094018999,0.33731725,0.886421083,0.023084747,0.390618633,0.107791211,0.031070632,0.674517393,0
AT,1999,0.767421007,0.454894341,0.649701566,0.273132281,0.688041086,0.5475491,0.739528976,0.030250657,0.880973547,0.475064627,0
AT,1999.25,0.307874339,0.755670306,0.670174185,0.779978846,0.84322061,0.191934607,0.001687766,0.439325366,0.810429756,0.259234685,0
AT,1999.5,0.866286929,0.466150619,0.032204193,0.306162074,0.976142667,0.936113615,0.828990027,0.85753258,0.947749981,0.894094751,0
AT,1999.75,0.821857323,0.503567198,0.493012711,0.094710967,0.857061834,0.861244066,0.472090272,0.218703837,0.410334073,0.721172448,0
AT,2000,0.88023019,0.424767488,0.835050804,0.103307901,0.523994074,0.437491983,0.91387549,0.870011373,0.457986348,0.312696872,0
AT,2000.25,0.40837972,0.297030578,0.656643576,0.02614605,0.769366056,0.336460113,0.541602561,0.722587521,0.143712171,0.657088867,0
AT,2000.5,0.238306916,0.77652186,0.680412334,0.250865634,0.957248782,0.939894527,0.523218245,0.814814843,0.094761797,0.811641452,0
AT,2000.75,0.97410076,0.016110282,0.818663194,0.397688027,0.181051037,0.314284469,0.056158802,0.557163444,0.774189872,0.619998676,0
AT,2001,0.552246011,0.733977856,0.81069235,0.493068133,0.17317685,0.120954049,0.97546419,0.628002036,0.760626505,0.219948948,0
AT,2001.25,0.417971,0.71468095,0.874324432,0.660272831,0.234620332,0.158107546,0.624779935,0.073477587,0.707604521,0.040200848,0
AT,2001.5,0.980060267,0.104620813,0.14300745,0.98288321,0.474427461,0.018519345,0.905271528,0.262789673,0.209245037,0.043516161,0
AT,2001.75,0.471594971,0.312477984,0.37624485,0.296785204,0.234749746,0.514443007,0.81204545,0.611837701,0.623513101,0.122470142,0
AT,2002,0.436879646,0.077816538,0.457847077,0.534498914,0.166095139,0.780592888,0.822818062,0.082854638,0.529918045,0.600144748,0
AT,2002.25,0.400926228,0.216842799,0.561814223,0.92281088,0.636743823,0.544633179,0.972098728,0.951905057,0.767598576,0.528866443,0
AT,2002.5,0.566195907,0.805766997,0.618391235,0.302769504,0.165806496,0.691995332,0.910937252,0.388331237,0.961320709,0.966090257,0
AT,2002.75,0.053207298,0.504439024,0.796913463,0.561365344,0.837096893,0.526964112,0.934621503,0.147581737,0.558521562,0.894966011,0
AT,2003,0.821246402,0.044496034,0.250892337,0.828948731,0.090859509,0.052172299,0.327574634,0.093805474,0.214906123,0.061755925,0
AT,2003.25,0.537460179,0.63156489,0.351084576,0.55705113,0.973276431,0.187280809,0.128787536,0.147163192,0.8535168,0.614887098,0
AT,2003.5,0.23423839,0.908349551,0.902953731,0.01789584,0.749670931,0.315969006,0.03799997,0.210946553,0.61296683,0.31281223,0
AT,2003.75,0.918621392,0.846165401,0.193657229,0.571578147,0.674965872,0.358170505,0.396281885,0.573608349,0.708057915,0.362027843,0
AT,2004,0.15174106,0.924796229,0.318079543,0.130892312,0.448281426,0.892324196,0.639983882,0.881079285,0.764993385,0.647477767,0
AT,2004.25,0.129066445,0.07259899,0.027421371,0.431485547,0.728470082,0.534945714,0.976965004,0.983233885,0.769865829,0.62199131,0
AT,2004.5,0.016485723,0.345870655,0.94202396,0.425711025,0.139692997,0.826224736,0.98223888,0.713733834,0.985739449,0.504787718,0
AT,2004.75,0.849563875,0.168034048,0.460906487,0.112068538,0.331013885,0.551947218,0.12073511,0.705065938,0.026492945,0.346440075,0
AT,2005,0.436202086,0.199558105,0.518951257,0.910124493,0.380654336,0.794813255,0.672889192,0.815057236,0.280893994,0.790722357,0
AT,2005.25,0.31483957,0.233839331,0.088597914,0.231460753,0.805465622,0.194650784,0.118049278,0.174606746,0.785612603,0.402976577,0
AT,2005.5,0.18432519,0.983828692,0.744628935,0.747146947,0.488881643,0.76411019,0.317985877,0.1302627,0.634302435,0.821330561,0
AT,2005.75,0.118936325,0.951081356,0.533199227,0.768821083,0.594833061,0.22655437,0.794816984,0.468749556,0.952364655,0.335715267,0
AT,2006,0.902642289,0.653897433,0.095968334,0.849243908,0.095869025,0.686672394,0.531208044,0.13222611,0.469535634,0.225272306,0
AT,2006.25,0.541726554,0.580034766,0.196578098,0.561710532,0.834716274,0.672616788,0.244628075,0.163573787,0.169785205,0.503018392,0
AT,2006.5,0.533153712,0.072213224,0.859167442,0.137036874,0.668061499,0.423012591,0.289908278,0.773005505,0.870640565,0.549964769,0
AT,2006.75,0.191785173,0.194877993,0.84715592,0.982531284,0.190471708,0.719709465,0.491822211,0.726424092,0.678787952,0.960135095,0
AT,2007,0.734486192,0.22111257,0.612139644,0.405217167,0.036361109,0.043128395,0.399592118,0.290161118,0.609354177,0.830764809,0
AT,2007.25,0.240104904,0.306279499,0.14168681,0.558280565,0.875004691,0.119716815,0.376451781,0.944963696,0.937256044,0.599723756,0
AT,2007.5,0.697522551,0.247536051,0.722239511,0.292981987,0.77676583,0.103878083,0.128529287,0.997533458,0.357919849,0.948501187,0
AT,2007.75,0.436464516,0.316197338,0.273769325,0.585223943,0.769224424,0.857151043,0.597058163,0.076632427,0.888606308,0.840740265,1
AT,2008,0.107821459,0.393099309,0.279101339,0.199109811,0.575825165,0.882567704,0.306092444,0.316420422,0.01145431,0.638083869,1
AT,2008.25,0.93239001,0.860956357,0.066327288,0.007547159,0.400811517,0.746423607,0.821812841,0.839418809,0.085443095,0.212944969,1
AT,2008.5,0.286500212,0.25409107,0.436274739,0.535285988,0.275484642,0.973346641,0.126226067,0.940767203,0.395382507,0.90731957,1
AT,2008.75,0.273880954,0.535367239,0.339003303,0.303527508,0.848173207,0.68390445,0.666341809,0.604044124,0.420257737,0.330018575,1
AT,2009,0.517946617,0.141674508,0.908810953,0.651713512,0.67004746,0.254309201,0.211524889,0.534882075,0.941719023,0.442238806,1
AT,2009.25,0.322103654,0.533142117,0.441579129,0.953294249,0.771908881,0.695140968,0.121982728,0.664973971,0.715866433,0.044669637,1
AT,2009.5,0.701614383,0.230063973,0.289810682,0.061024634,0.0979162,0.754635839,0.257200827,0.484050965,0.084882895,0.723352854,1
AT,2009.75,0.99095389,0.457114662,0.058789943,0.518980603,0.938667579,0.495644221,0.895667533,0.282878181,0.503457929,0.243210497,1
AT,2010,0.964898346,0.230747682,0.740112821,0.113265789,0.757618118,0.035378651,0.615444498,0.711969243,0.64965104,0.012224877,1
AT,2010.25,0.928935153,0.478671973,0.790220501,0.345042641,0.40778666,0.744765326,0.610394814,0.803003248,0.581198645,0.110398782,1
AT,2010.5,0.007635681,0.036539771,0.401667679,0.150714345,0.986892451,0.565821991,0.456424998,0.021152449,0.827623302,0.21857387,1
AT,2010.75,0.821285919,0.361545124,0.602117023,0.643749761,0.368402251,0.706570529,0.279062418,0.695996107,0.197122013,0.362949618,1
AT,2011,0.63393498,0.408792899,0.326041618,0.844514023,0.391405021,0.331416899,0.638865995,0.341813033,0.615139783,0.836894864,1
AT,2011.25,0.212754715,0.858826943,0.956632217,0.158040647,0.785018093,0.93513682,0.283763005,0.983685381,0.328329257,0.857734373,1
AT,2011.5,0.056077071,0.903820782,0.469260687,0.483194072,0.132055802,0.640178668,0.91821642,0.97137914,0.84667752,0.134606863,1
AT,2011.75,0.625080726,0.069682852,0.08272395,0.538533793,0.254691344,0.616404051,0.521534367,0.489354683,0.618916869,0.506858339,1
AT,2012,0.633590756,0.808855805,0.84042617,0.953622764,0.560964851,0.301023703,0.561864765,0.960401655,0.013284635,0.490899993,1
AT,2012.25,0.286294115,0.893200295,0.060554821,0.219964089,0.584788373,0.139984498,0.259553474,0.740327352,0.674007445,0.454048835,1
AT,2012.5,0.880660359,0.800184544,0.724492721,0.858752316,0.304958581,0.422129364,0.094082073,0.116505817,0.868994904,0.307653753,1
AT,2012.75,0.904593729,0.545559678,0.031291127,0.411677955,0.798024058,0.549092362,0.099780269,0.920246711,0.030284118,0.881272944,1
AT,2013,0.95492044,0.643541566,0.107382457,0.228059631,0.651846582,0.332912283,0.337489281,0.20616521,0.707058739,0.161541062,1
AT,2013.25,0.12233782,0.808071576,0.516655627,0.686116348,0.985172218,0.540165125,0.092967579,0.384172162,0.412436077,0.517542852,1
AT,2013.5,0.973849866,0.333336936,0.390611039,0.767381669,0.1184503,0.478823121,0.008884219,0.287930632,0.893122662,0.099400967,1
AT,2013.75,0.256331142,0.944582763,0.464371065,0.855769683,0.293217462,0.164781459,0.506565689,0.292255124,0.5833303,0.077746605,1
AT,2014,0.453055015,0.211468642,0.529869327,0.513993309,0.110873195,0.53674265,0.964243206,0.325768894,0.138860491,0.217532952,1
AT,2014.25,0.353552745,0.428614363,0.80258477,0.573135974,0.082084534,0.010610125,0.388112424,0.125152107,0.545887598,0.440616208,1
AT,2014.5,0.166462391,0.928113709,0.062393874,0.95598806,0.318568852,0.547273094,0.513272848,0.677787331,0.411600979,0.724192233,1
AT,2014.75,0.766766514,0.662252628,0.239184139,0.472036328,0.809747973,0.188305906,0.563351931,0.226475874,0.317525548,0.882212194,1
AT,2015,0.536332336,0.840043642,0.11282834,0.067802506,0.595454647,0.127520491,0.285339696,0.97379639,0.357718213,0.491412223,1
AT,2015.25,0.003707547,0.268678713,0.040642208,0.830258732,0.70820572,0.983152595,0.267102827,0.583574685,0.873390689,0.849935337,1
AT,2015.5,0.177036405,0.134471155,0.783340506,0.286866215,0.102659248,0.613375742,0.451269737,0.083276656,0.383793536,0.467820831,1
AT,2015.75,0.679654262,0.049255587,0.07035056,0.69354779,0.721751711,0.707043085,0.420809406,0.594711056,0.311173216,0.851391344,1
AT,2016,0.516490821,0.476085131,0.57419816,0.045445318,0.82017812,0.241793289,0.39089936,0.306039807,0.195914448,0.143227994,1
AT,2016.25,0.45394272,0.935848598,0.55753835,0.9728583,0.101845741,0.985931844,0.848219598,0.87048814,0.555180979,0.813162154,1
AT,2016.5,0.213348822,0.25989037,0.609296686,0.130563816,0.575709734,0.066159826,0.634467572,0.436089799,0.449897323,0.921274315,0
AT,2016.75,0.473069613,0.399908642,0.389144804,0.8419541,0.199738282,0.036272934,0.587220721,0.560478069,0.237925464,0.472843811,0
BE,1970,0.201648392,0.164112189,0.482677569,0.627661302,0.726115455,0.068639591,0.215519313,0.494532612,0.497292694,0.995539921,0
BE,1970.25,0.967169932,0.620483952,0.879598359,0.186992239,0.446823232,0.808525169,0.616027258,0.385410797,0.301648679,0.530338251,0
BE,1970.5,0.19582513,0.426081517,0.49981444,0.398355365,0.934628859,0.154137764,0.180370552,0.687581233,0.075931809,0.221778024,0
BE,1970.75,0.018611626,0.15465022,0.254471158,0.208352192,0.324913091,0.694823736,0.515796004,0.370356646,0.97055941,0.820132701,0
BE,1971,0.310760586,0.806365179,0.285607483,0.391499939,0.753083076,0.134272447,0.504014837,0.701049581,0.804897879,0.861235032,0
BE,1971.25,0.629156868,0.811549369,0.617810734,0.593815877,0.164633675,0.983678485,0.425008862,0.741339381,0.032676886,0.006658813,0
BE,1971.5,0.27656263,0.922045705,0.87700919,0.559654612,0.46724891,0.738359052,0.024657105,0.689604741,0.848014359,0.799156956,0
BE,1971.75,0.483093431,0.196176594,0.791132462,0.011463843,0.453296913,0.682677766,0.809994286,0.087569695,0.498040324,0.47926233,0
BE,1972,0.731974449,0.04668757,0.043068478,0.85431928,0.900063488,0.602797552,0.505757659,0.093304358,0.271652995,0.924652173,0
BE,1972.25,0.798061921,0.848429568,0.933871454,0.786752472,0.030382951,0.081411046,0.936469998,0.446783765,0.548912456,0.215161624,0
BE,1972.5,0.024902091,0.637740616,0.696313768,0.413378309,0.445277191,0.123724615,0.163272023,0.641522185,0.099723211,0.091923483,0
BE,1972.75,0.12185198,0.241224209,0.668530247,0.942981716,0.79105211,0.035635167,0.894333678,0.916853729,0.920019754,0.68995141,0
